Unnamed: 0,Name des Unternehmens,"Anzahl der Mitarbeiter 
Letztes verf. Jahr",Adresse,Postleitzahl,Ort,Region,Land,Länderkürzel,Full Address,Latitude,Longitude,Country
391.0,STERLING THERMAL TECHNOLOGY LIMITED,102,"BRUNEL ROAD, RABANS LANE INDUSTRIAL AREA",HP19 8TD,AYLESBURY,Aylesbury,Vereinigtes Königreich,GB,"BRUNEL ROAD, RABANS LANE INDUSTRIAL AREA, HP19 8TD, Aylesbury, Vereinigtes Königreich",51.81714235,-0.8129820417877058,United Kingdom
392.0,"VIA-REK, A.S.",n.v.,OL. BLAŽKA 145,67902,RÁJEC-JESTŘEBÍ,Okres Blansko,Tschechische Republik,CZ,"OL. BLAŽKA 145, 67902, Okres Blansko, Tschechische Republik",49.408164,16.629879,Czech Republic
393.0,"BONETT GAS INVESTMENT, A.S.",n.v.,KŘIŽÍKOVA 237/36A,18600,PRAHA 8,Obvod Praha 8,Tschechische Republik,CZ,"KŘIŽÍKOVA 237/36A, 18600, Obvod Praha 8, Tschechische Republik",50.091793,14.451471,Czech Republic
394.0,M.P.C. S.R.L.,53,VIA DEL FOSSO CAVALLARO 9,36014,SANTORSO,Vicenza,Italien,IT,"VIA DEL FOSSO CAVALLARO 9, 36014, Vicenza, Italien",45.724405,11.406233,Italy
395.0,EURL BRALEY ROUERGUE LOCA BENNE,n.v.,BEZONNES,12340,RODELLE,Aveyron,Frankreich,FR,"BEZONNES, 12340, Aveyron, Frankreich",44.460456,2.62651,France
396.0,IVERO D.O.O.,52,PLANINSKA ULICA 13,10360,SESVETE,Zagrebačka,Kroatien,HR,"PLANINSKA ULICA 13, 10360, Zagrebačka, Kroatien",45.8094404,16.012778,Croatia
397.0,SAS DISTRIPELEM,n.v.,"ZONE ARTISANALE DU RUELLOU, CROAS DOM HERRY",22480,ST NICOLAS DU PELEM,Côtes-d'Armor,Frankreich,FR,"ZONE ARTISANALE DU RUELLOU, CROAS DOM HERRY, 22480, Côtes-d'Armor, Frankreich",48.308881,-3.163771,France
398.0,STADTWERKE INGOLSTADT BETEILIGUNGEN GMBH,84,RINGLERSTR. 28,85057,INGOLSTADT,Ingolstadt,Deutschland,DE,"RINGLERSTR. 28, 85057, Ingolstadt, Deutschland",48.77638845,11.425520067176144,Germany
399.0,ERREDUE S.P.A.,70,VIA GUIDO GOZZANO 3,57121,LIVORNO,Livorno,Italien,IT,"VIA GUIDO GOZZANO 3, 57121, Livorno, Italien",43.567228,10.335465,Italy
400.0,AVACON AG,32,SCHILLERSTR. 3,38350,HELMSTEDT,Helmstedt,Deutschland,DE,"SCHILLERSTR. 3, 38350, Helmstedt, Deutschland",52.2280555,11.017148284139267,Germany
401.0,ENAPTER AG,151,ZIEGELHÄUSER LANDSTR.,69120,HEIDELBERG,Berlin,Deutschland,DE,"ZIEGELHÄUSER LANDSTR., 69120, Berlin, Deutschland",,,Germany
402.0,SERGI TRANSFORMER PROTECTOR,n.v.,48 AVENUE DES CHATAIGNIERS,95150,TAVERNY,Val-d'Oise,Frankreich,FR,"48 AVENUE DES CHATAIGNIERS, 95150, Val-d'Oise, Frankreich",49.0267496,2.1879396,France
403.0,ALCON OPHTHALMIKA GMBH,44,AM TABOR 44 TOP 3.05.C,1020,WIEN,Wien,Österreich,AT,"AM TABOR 44 TOP 3.05.C, 1020, Wien, Österreich",48.223865,16.392535,Austria
404.0,КОИМ ИСТ ЮРОП,4,УЛ. ЛЕНИНСКАЯ СЛОБОДА Д. 19,115280,МОСКВА,г.Москва,Russische Föderation,RU,"УЛ. ЛЕНИНСКАЯ СЛОБОДА Д. 19, 115280, г.Москва, Russische Föderation",55.707676,37.651761,Russia
405.0,COMCHIM CHEMICAL SRL,18,AVALANŞEI NR. 8 SC. A ET. 1 AP. 1.10 SECT. 4,,BUCUREŞTI SECTORUL 4,Bucharest,Rumänien,RO,"AVALANŞEI NR. 8 SC. A ET. 1 AP. 1.10 SECT. 4, nan, Bucharest, Rumänien",,,Romania
406.0,B.T.G. - BELG. TECHNISCHE GASSEN - G.T.B. - GAZ TECHNIQUE BELGE,23,ZONING OUEST 15,7860,LESSINES,Soignies,Belgien,BE,"ZONING OUEST 15, 7860, Soignies, Belgien",50.701343,3.821559,Belgium
407.0,INGETEAM UK LIMITED,98,"SUITE A 1ST FLOOR, MIDAS HOUSE, 62 GOLDSWORTH ROAD",GU21 6LQ,WOKING,Woking,Vereinigtes Königreich,GB,"SUITE A 1ST FLOOR, MIDAS HOUSE, 62 GOLDSWORTH ROAD, GU21 6LQ, Woking, Vereinigtes Königreich",51.317363,-0.564403,United Kingdom
408.0,EUROGAS S.R.L.,27,VIA PRADAZZO 22,26012,CASTELLEONE,Cremona,Italien,IT,"VIA PRADAZZO 22, 26012, Cremona, Italien",45.300661,9.784955,Italy
409.0,COTTON TREND S.R.L.,9,VIA GIULIO PASTORE 10/A,31044,MONTEBELLUNA,Treviso,Italien,IT,"VIA GIULIO PASTORE 10/A, 31044, Treviso, Italien",45.77531,12.020438,Italy
410.0,STRYVO AS,47,VIPEVEGEN 8,6783,STRYN,Stryn,Norwegen,NO,"VIPEVEGEN 8, 6783, Stryn, Norwegen",61.9045728,6.7104224,Norway
411.0,СЕВЕРХИМПРОМ,55,"МОСКОВСКИЙ ПР-Т Д.49, ОФИС 18",162606,ЧЕРЕПОВЕЦ,Вологодская область,Russische Föderation,RU,"МОСКОВСКИЙ ПР-Т Д.49, ОФИС 18, 162606, Вологодская область, Russische Föderation",59.136517,37.874252,Russia
412.0,ENERSENSE OFFSHORE OY,102,REPOSAAREN MAANTIE 170,28880,PORI,Satakunta,Finnland,FI,"REPOSAAREN MAANTIE 170, 28880, Satakunta, Finnland",61.598963,21.519417,Finland
413.0,VECTOR RENEWABLES ITALIA S.R.L.,95,VLE MONZA 259,20126,MILANO,Milano,Italien,IT,"VLE MONZA 259, 20126, Milano, Italien",,,Italy
414.0,SIMON CARVES ENGINEERING LIMITED,43,"3A & 3B, SECOND FLOOR, MANCHESTER INTERNATIONAL OFFICE",M22 5WB,MANCHESTER,Manchester,Vereinigtes Königreich,GB,"3A & 3B, SECOND FLOOR, MANCHESTER INTERNATIONAL OFFICE, M22 5WB, Manchester, Vereinigtes Königreich",,,United Kingdom
415.0,VERDEMOBIL BIOGAZ,n.v.,10 RUE AUGUSTIN FRESNEL,85600,MONTAIGU VENDEE,Vendée,Frankreich,FR,"10 RUE AUGUSTIN FRESNEL, 85600, Vendée, Frankreich",46.9749204,-1.3367707,France
416.0,G. CATONE S.R.L.,19,RIV DI CHIAIA 61,80122,NAPOLI,Napoli,Italien,IT,"RIV DI CHIAIA 61, 80122, Napoli, Italien",,,Italy
417.0,ARCHIPETROL ΜΟΝΟΠΡΟΣΩΠΗ Α.Ε.,81,Ι. ΜΕΤΑΞΆ 80,19441,ΚΟΡΩΠΊ,Αττική,Griechenland,GR,"Ι. ΜΕΤΑΞΆ 80, 19441, Αττική, Griechenland",38.031194,23.7725992231025,Greece
418.0,SPECIALTY MINERALS FRANCE,n.v.,121 AVENUE DES CHAMPS ELYSEES,75008,PARIS,Paris,Frankreich,FR,"121 AVENUE DES CHAMPS ELYSEES, 75008, Paris, Frankreich",48.8723901,2.2982916,France
419.0,SOLAR GLOBAL SERVICE A.S.,n.v.,KVÍTKOVICKÁ 1683,76361,NAPAJEDLA,Okres Zlín,Tschechische Republik,CZ,"KVÍTKOVICKÁ 1683, 76361, Okres Zlín, Tschechische Republik",49.1905287,17.5357756,Czech Republic
420.0,ELOGEN,n.v.,27 AVENUE CARNOT,91300,MASSY,Essonne,Frankreich,FR,"27 AVENUE CARNOT, 91300, Essonne, Frankreich",48.7261556,2.2628465,France
421.0,HINE ZARAGOZA SL.,35,"CALLE VEINTITRES DE ABRIL (PI EL PILAR, NAV 16-18)",50014,ZARAGOZA,Zaragoza,Spanien,ES,"CALLE VEINTITRES DE ABRIL (PI EL PILAR, NAV 16-18), 50014, Zaragoza, Spanien",41.648539,-0.9070461,Spain
422.0,D&D SERVICES CO,n.v.,DOMAINE LA MARTINE,34440,COLOMBIERS,Hérault,Frankreich,FR,"DOMAINE LA MARTINE, 34440, Hérault, Frankreich",43.279741,3.092632,France
423.0,SPEED OY,9,RAHTARINKATU 5,00980,HELSINKI,Uusimaa,Finnland,FI,"RAHTARINKATU 5, 00980, Uusimaa, Finnland",60.223329,25.170373,Finland
424.0,ЭР ЛИКИД КСТОВО,18,ПР-Д 7-Й (ПРОМЫШЛЕННЫЙ Р-Н) СООР. 1А,607650,КСТОВО,Нижегородская область,Russische Föderation,RU,"ПР-Д 7-Й (ПРОМЫШЛЕННЫЙ Р-Н) СООР. 1А, 607650, Нижегородская область, Russische Föderation",,,Russia
425.0,МЕСЕР БЪЛГАРИЯ,123,"КВ. ГАРА ИСКЪР, УЛ. ДИМИТЪР ПЕШЕВ 3А",1528,СОФИЯ,София - град,Bulgarien,BG,"КВ. ГАРА ИСКЪР, УЛ. ДИМИТЪР ПЕШЕВ 3А, 1528, София - град, Bulgarien",42.6619987,23.4156577,Bulgaria
426.0,"SOCIEDADE PORTUGUESA DE OXIGÉNIO, LDA",11,"RUA PROFESSOR ANTÓNIO MARQUES, 99",4425-364,MAIA,Maia,Portugal,PT,"RUA PROFESSOR ANTÓNIO MARQUES, 99, 4425-364, Maia, Portugal",41.335688,-8.566131,Portugal
427.0,CFL CHEMISCHE FABRIK LEHRTE GMBH & CO. KG,47,KÖTHENWALDSTR.,31275,LEHRTE,Hannover,Deutschland,DE,"KÖTHENWALDSTR., 31275, Hannover, Deutschland",52.3796209,9.9679116,Germany
428.0,GBPGAS BUSINESS PARTNER GMBH,4,AUF DER MÜHLE,35232,DAUTPHETAL,Marburg-Biedenkopf,Deutschland,DE,"AUF DER MÜHLE, 35232, Marburg-Biedenkopf, Deutschland",50.8591346,8.54815350578101,Germany
429.0,SOCIETA' SICILIANA GAS CRIOGENICI S.R.L.,4,VIA MONTE ROSA 61,20149,MILANO,Milano,Italien,IT,"VIA MONTE ROSA 61, 20149, Milano, Italien",45.4750005,9.1489989,Italy
430.0,СОЛ БЪЛГАРИЯ,54,ВЛАДАЙСКА РЕКА 12,1510,СОФИЯ,София - град,Bulgarien,BG,"ВЛАДАЙСКА РЕКА 12, 1510, София - град, Bulgarien",,,Bulgaria
431.0,ЦЕНТР ТЕХНИЧЕСКОГО СЕРВИСА,n.v.,ПЕР. ТРАНСПОРТНЫЙ Д. 1,618703,"ДОБРЯНКА, ПГТ ПОЛАЗНА",Пермский край,Russische Föderation,RU,"ПЕР. ТРАНСПОРТНЫЙ Д. 1, 618703, Пермский край, Russische Föderation",58.28529875,56.4061644,Russia
432.0,BISPLINGHOFF AG,47,WESTSTR. 7,48324,SENDENHORST,Warendorf,Deutschland,DE,"WESTSTR. 7, 48324, Warendorf, Deutschland",51.84436345,7.825024451989256,Germany
433.0,Q ENERGY SOLUTIONS SE,30,HILDEGARD-KNEF-PLATZ 3,10829,BERLIN,Berlin,Deutschland,DE,"HILDEGARD-KNEF-PLATZ 3, 10829, Berlin, Deutschland",52.4753283,13.3628142,Germany
434.0,MICROPROGEL S.R.L.,38,VIA ENRICO MATTEI 9,35038,TORREGLIA,Padova,Italien,IT,"VIA ENRICO MATTEI 9, 35038, Padova, Italien",45.335481,11.751966,Italy
435.0,MY BAG RENEWABLE ENERGIES S.R.L.,10,SES SAN MARCO 1757 BACINO ORS,30124,VENEZIA,Venezia,Italien,IT,"SES SAN MARCO 1757 BACINO ORS, 30124, Venezia, Italien",,,Italy
436.0,AIR PRODUCTS LLANWERN LIMITED,n.v.,"HERSHAM PLACE TECHNOLOGY PARK, MOLESEY ROAD",KT12 4RZ,WALTON-ON-THAMES,Walton-On-Thames,Vereinigtes Königreich,GB,"HERSHAM PLACE TECHNOLOGY PARK, MOLESEY ROAD, KT12 4RZ, Walton-On-Thames, Vereinigtes Königreich",51.3676135,-0.3957073066885973,United Kingdom
437.0,VARTA CONSUMER BATTERIES UK LIMITED,5,"SUITE 102 EARL BUSINESS CENTRE, DOWRY STREET",OL8 2PF,OLDHAM,Oldham,Vereinigtes Königreich,GB,"SUITE 102 EARL BUSINESS CENTRE, DOWRY STREET, OL8 2PF, Oldham, Vereinigtes Königreich",53.53892265,-2.1124605901139426,United Kingdom
438.0,IVE S.R.L.,29,VIA ARTURO TOSCANINI 53,20831,SEREGNO,Monza e della Brianza,Italien,IT,"VIA ARTURO TOSCANINI 53, 20831, Monza e della Brianza, Italien",45.6413403,9.2231836,Italy
439.0,TAYLOR CONSTRUCTION PLANT LIMITED,65,"QUAYSIDE INDUSTRIAL ESTATE, BATES ROAD",CM9 5FA,MALDON,Maldon,Vereinigtes Königreich,GB,"QUAYSIDE INDUSTRIAL ESTATE, BATES ROAD, CM9 5FA, Maldon, Vereinigtes Königreich",,,United Kingdom
440.0,BORDERES-SANCHIS,n.v.,17 RUE DU PERE JEAN BAPTISTE SALLES,34300,AGDE,Hérault,Frankreich,FR,"17 RUE DU PERE JEAN BAPTISTE SALLES, 34300, Hérault, Frankreich",43.309929,3.497309,France
441.0,LIMES,n.v.,21 ROUTE DU PLESSIS BOUCHET,44800,ST HERBLAIN,Loire-Atlantique,Frankreich,FR,"21 ROUTE DU PLESSIS BOUCHET, 44800, Loire-Atlantique, Frankreich",47.1988101,-1.6370925,France
442.0,PROXIGAZ,n.v.,75 RUE SAINT JEAN,31130,BALMA,Haute-Garonne,Frankreich,FR,"75 RUE SAINT JEAN, 31130, Haute-Garonne, Frankreich",43.6263961,1.484048,France
443.0,GUTTROFF GMBH,7,ADOLF-OESTERHELD-STR. 29,97337,DETTELBACH,Kitzingen,Deutschland,DE,"ADOLF-OESTERHELD-STR. 29, 97337, Kitzingen, Deutschland",49.793891,10.1932606,Germany
444.0,VAKO-VAKUUMBEHÄLTER- UND APPARATEBAU GMBH & CO. KG,50,INDUSTRIESTR. 5,57223,KREUZTAL,Siegen-Wittegenstein,Deutschland,DE,"INDUSTRIESTR. 5, 57223, Siegen-Wittegenstein, Deutschland",50.96971225,8.047419936958667,Germany
445.0,GVW GMBH,2,ROT-KREUZ-STR. 6,95632,WUNSIEDEL,Wunsiedel,Deutschland,DE,"ROT-KREUZ-STR. 6, 95632, Wunsiedel, Deutschland",50.03979165,11.994983437313811,Germany
446.0,ARKEMA SP. Z O.O.,64,PRZEMYSŁOWA,88-100,INOWROCŁAW,Inowrocławski,Polen,PL,"PRZEMYSŁOWA, 88-100, Inowrocławski, Polen",52.749966,18.239413,Poland
447.0,ELKEM SILICONES SCANDINAVIA AS,0,DRAMMENSVEIEN 169,0277,OSLO,Oslo,Norwegen,NO,"DRAMMENSVEIEN 169, 0277, Oslo, Norwegen",59.921177,10.673545,Norway
448.0,RINA CONSULTING DEFENCE LTD,103,RINA 1 SPRINGFIELD DRIVE,KT22 7AJ,LEATHERHEAD,Leatherhead,Vereinigtes Königreich,GB,"RINA 1 SPRINGFIELD DRIVE, KT22 7AJ, Leatherhead, Vereinigtes Königreich",51.30653335,-0.3426695115532218,United Kingdom
449.0,KEITH STORAGE SOLUTIONS LIMITED,n.v.,19TH FLOOR 22 BISHOPSGATE,EC2N 4BQ,LONDON,London EC2N,Vereinigtes Königreich,GB,"19TH FLOOR 22 BISHOPSGATE, EC2N 4BQ, London EC2N, Vereinigtes Königreich",,,United Kingdom
450.0,LOI-POLAND SP. Z O.O.,53,ZAGÓRSKA 79,42-680,TARNOWSKIE GÓRY,Tarnogórski,Polen,PL,"ZAGÓRSKA 79, 42-680, Tarnogórski, Polen",50.4771628,18.7964651,Poland
451.0,AIR LIQUIDE SPATIAL GUYANE,n.v.,"ENSEMBLE DE LANCEMENT 97310, ROUTE ENSEMBLE DE LANCEMENT",97310,KOUROU,French Guiana,Frankreich,FR,"ENSEMBLE DE LANCEMENT 97310, ROUTE ENSEMBLE DE LANCEMENT, 97310, French Guiana, Frankreich",,,France
452.0,GEOEX MCG LTD,17,"GLOBAL HOUSE, ASHLEY AVENUE",KT18 5AD,EPSOM,Epsom,Vereinigtes Königreich,GB,"GLOBAL HOUSE, ASHLEY AVENUE, KT18 5AD, Epsom, Vereinigtes Königreich",51.3325399,-0.2685213919209431,United Kingdom
453.0,EW MEDIEN UND KONGRESSE GMBH,33,BISMARCKSTR. 33,10625,BERLIN,Berlin,Deutschland,DE,"BISMARCKSTR. 33, 10625, Berlin, Deutschland",52.5120847,13.3099149,Germany
454.0,ІНТЕР-СИНТЕЗ ТОВ,33,"ВУЛ. ТРУСКАВЕЦЬКА 125, ЛЬВІВСЬКА ОБЛ.",82300,БОРИСЛАВ,ЛЬВОВСКАЯ ОБЛАСТЬ,Ukraine,UA,"ВУЛ. ТРУСКАВЕЦЬКА 125, ЛЬВІВСЬКА ОБЛ., 82300, ЛЬВОВСКАЯ ОБЛАСТЬ, Ukraine",49.28187925,23.4498459,Ukraine
455.0,NOLEK AKTIEBOLAG,37,HANTVERKARVÄGEN 11,145 63,NORSBORG,Stockholm,Schweden,SE,"HANTVERKARVÄGEN 11, 145 63, Stockholm, Schweden",59.171698,18.151643,Sweden
456.0,AZUR DISTILLATION,n.v.,387 ROUTE DE CAVAILLON,84660,MAUBEC,Vaucluse,Frankreich,FR,"387 ROUTE DE CAVAILLON, 84660, Vaucluse, Frankreich",43.865608,5.140628,France
457.0,НЕФТЕХИМСЕРВИС-САМАРА,176,"УЛ УРИЦКОГО Д 19, ОФИС 6",443030,САМАРА,Самарская область,Russische Föderation,RU,"УЛ УРИЦКОГО Д 19, ОФИС 6, 443030, Самарская область, Russische Föderation",52.436805,4.820685,Russia
458.0,JUMO ITALIA S.R.L.,16,VIA GIOSUE' CARDUCCI 221/54,20099,SESTO SAN GIOVANNI,Milano,Italien,IT,"VIA GIOSUE' CARDUCCI 221/54, 20099, Milano, Italien",45.5305613,9.2231104,Italy
459.0,LUENGO COLOR SLU,23,"CALLE PISUERGA (POL. INDUSTRIAL SANTA MARGARIDA), 55",08223,TERRASSA,Barcelona,Spanien,ES,"CALLE PISUERGA (POL. INDUSTRIAL SANTA MARGARIDA), 55, 08223, Barcelona, Spanien",41.377611,2.112445,Spain
460.0,CONRAD (CHATTERLEY) LIMITED,2,"SUITES D & E, WINDRUSH COURT, BLACKLANDS WAY",OX14 1SY,ABINGDON,Abingdon,Vereinigtes Königreich,GB,"SUITES D & E, WINDRUSH COURT, BLACKLANDS WAY, OX14 1SY, Abingdon, Vereinigtes Königreich",51.67204185,-1.30321925,United Kingdom
461.0,ILT TECNOLOGIE S.R.L.,50,VIA TORINO 1,56038,PONSACCO,Pisa,Italien,IT,"VIA TORINO 1, 56038, Pisa, Italien",43.725573,10.407219,Italy
462.0,AIR LIQUIDE BIOMETANO S.R.L.,17,VIA BISCEGLIE 66,20152,MILANO,Milano,Italien,IT,"VIA BISCEGLIE 66, 20152, Milano, Italien",,,Italy
463.0,PLUG POWER EUROPE,n.v.,109 BOULEVARD PEREIRE,75017,PARIS,Paris,Frankreich,FR,"109 BOULEVARD PEREIRE, 75017, Paris, Frankreich",48.8858029,2.2995186,France
464.0,АКЦИОНЕРНОЕ ОБЩЕСТВО ГАЗСБЫТСЕРВИС,62,"УЛ. ШЕЛКОВИЧНАЯ ЗД 177, СТР 2",410071,САРАТОВ,Саратовская область,Russische Föderation,RU,"УЛ. ШЕЛКОВИЧНАЯ ЗД 177, СТР 2, 410071, Саратовская область, Russische Föderation",51.53937,45.976302,Russia
465.0,INTELLIGENT ENERGY LIMITED,213,"CHARNWOOD WING, HOLYWELL PARK, ASHBY ROAD",LE11 3GB,LOUGHBOROUGH,Loughborough,Vereinigtes Königreich,GB,"CHARNWOOD WING, HOLYWELL PARK, ASHBY ROAD, LE11 3GB, Loughborough, Vereinigtes Königreich",52.76173595,-1.2585019006425902,United Kingdom
466.0,RED BULL ADVANCED TECHNOLOGIES LIMITED,70,"MK7 BUILDING BRADBOURNE DRIVE, TILBROOK",MK78AZ,MILTON KEYNES,Milton Keynes,Vereinigtes Königreich,GB,"MK7 BUILDING BRADBOURNE DRIVE, TILBROOK, MK78AZ, Milton Keynes, Vereinigtes Königreich",52.00800975,-0.689985638104111,United Kingdom
467.0,"CHEMPEX - HTE, A.S.",28,VEVEŘÍ 2209/117,61600,BRNO,Okres Brno-město,Tschechische Republik,CZ,"VEVEŘÍ 2209/117, 61600, Okres Brno-město, Tschechische Republik",49.2097427,16.5885194,Czech Republic
468.0,RENEWABLE UK ASSOCIATION,41,THE CONDUIT 6 LANGLEY STREET,WC2H 9JA,LONDON,London WC2H,Vereinigtes Königreich,GB,"THE CONDUIT 6 LANGLEY STREET, WC2H 9JA, London WC2H, Vereinigtes Königreich",51.5131982,-0.1251689,United Kingdom
469.0,ABENGOA INNOVACION SOCIEDAD ANONIMA.,44,"CALLE ENERGIA SOLAR (CAMPUS PALMAS ALTAS), 1",41014,SEVILLA,Sevilla,Spanien,ES,"CALLE ENERGIA SOLAR (CAMPUS PALMAS ALTAS), 1, 41014, Sevilla, Spanien",37.325095,-5.967628,Spain
470.0,M.P. MONDINO - S.R.L.,7,VIA DEL LAVORO 23,14100,ASTI,Asti,Italien,IT,"VIA DEL LAVORO 23, 14100, Asti, Italien",44.903507,8.231738,Italy
471.0,KEPSTON HOLDINGS LIMITED,68,UNITS 13-15 WESTERN WAY,WS10 7BW,WEDNESBURY,Wednesbury,Vereinigtes Königreich,GB,"UNITS 13-15 WESTERN WAY, WS10 7BW, Wednesbury, Vereinigtes Königreich",52.55921545,-2.0585409587039805,United Kingdom
472.0,FILL UP MEDIA,49,139 RUE VENDOME,69006,LYON,Rhône,Frankreich,FR,"139 RUE VENDOME, 69006, Rhône, Frankreich",45.7649587,4.8460503,France
473.0,АКЦИОНЕРНОЕ ОБЩЕСТВО РЕАТЭКС,79,УЛ. УГРЕШСКАЯ Д. 33,115088,МОСКВА,г.Москва,Russische Föderation,RU,"УЛ. УГРЕШСКАЯ Д. 33, 115088, г.Москва, Russische Föderation",55.7122964,37.68914432852761,Russia
474.0,CONRAD (MIDDLEWICH) LIMITED,2,"SUITES D & E, WINDRUSH COURT, BLACKLANDS WAY",OX14 1SY,ABINGDON,Abingdon,Vereinigtes Königreich,GB,"SUITES D & E, WINDRUSH COURT, BLACKLANDS WAY, OX14 1SY, Abingdon, Vereinigtes Königreich",51.67204185,-1.30321925,United Kingdom
475.0,SERA HYDROGEN GMBH,27,SERASTR. 1,34376,IMMENHAUSEN,"Kassel, Landkreis",Deutschland,DE,"SERASTR. 1, 34376, Kassel, Landkreis, Deutschland",51.429173,9.465132,Germany
476.0,PARQUE EOLICO PERALEJO SA,n.v.,"AVENIDA GRAN VIA DE HORTALEZA, 1",28033,MADRID,Madrid,Spanien,ES,"AVENIDA GRAN VIA DE HORTALEZA, 1, 28033, Madrid, Spanien",40.4686982,-3.6577941,Spain
477.0,DUROC,31,MOERELEI 149,2610,WILRIJK,Antwerp,Belgien,BE,"MOERELEI 149, 2610, Antwerp, Belgien",51.159096,4.364483,Belgium
478.0,PETROLEUM OIL & GAS ESPAÑA SA,20,"AVENIDA AMERICA, 38",28028,MADRID,Madrid,Spanien,ES,"AVENIDA AMERICA, 38, 28028, Madrid, Spanien",40.441417,-3.66602,Spain
479.0,VENTS DU NORD,n.v.,"TOUR D ASNIERES HALL D, 4 AVENUE LAURENT CELY",92600,ASNIERES SUR SEINE,Hauts-de-Seine,Frankreich,FR,"TOUR D ASNIERES HALL D, 4 AVENUE LAURENT CELY, 92600, Hauts-de-Seine, Frankreich",48.9166573,2.3093804,France
480.0,DEURING GMBH & CO KG,15,SEESTRAßE 10,6912,HÖRBRANZ,Vorarlberg,Österreich,AT,"SEESTRAßE 10, 6912, Vorarlberg, Österreich",47.535021,9.738313,Austria
481.0,АКЦИОНЕРНОЕ ОБЩЕСТВО ЮЖНО-УРАЛЬСКИЙ ЗАВОД МАГНИЕВЫХ СОЕДИНЕНИЙ,200,ПР-КТ МИРА Д. 1,462241,КУВАНДЫК,Оренбургская область,Russische Föderation,RU,"ПР-КТ МИРА Д. 1, 462241, Оренбургская область, Russische Föderation",,,Russia
482.0,APOLLINARIS BRANDS GMBH,n.v.,STRALAUER ALLEE 4,10245,BERLIN,Berlin,Deutschland,DE,"STRALAUER ALLEE 4, 10245, Berlin, Deutschland",52.50076555,13.452043349999997,Germany
483.0,CELL IMPACT AB (PUBL),110,KÄLLMOSSVÄGEN 7 A,691 52,KARLSKOGA,Örebro,Schweden,SE,"KÄLLMOSSVÄGEN 7 A, 691 52, Örebro, Schweden",59.328473,14.575033,Sweden
484.0,CONRAD (BISPHAM) LIMITED,2,"SUITES D&E WINDRUSH COURT, BLACKLANDS WAY",OX14 1SY,ABINGDON,Abingdon,Vereinigtes Königreich,GB,"SUITES D&E WINDRUSH COURT, BLACKLANDS WAY, OX14 1SY, Abingdon, Vereinigtes Königreich",51.67204185,-1.30321925,United Kingdom
485.0,VISA S.R.L.,19,VIA BERGAMO,27027,GROPELLO CAIROLI,Pavia,Italien,IT,"VIA BERGAMO, 27027, Pavia, Italien",45.176497,8.993165,Italy
486.0,ИННОВАЦИЯ,22,УЛ.25 ОКТЯБРЯ Д.31 КАБ 100,394000,ВОРОНЕЖ,Воронежская область,Russische Föderation,RU,"УЛ.25 ОКТЯБРЯ Д.31 КАБ 100, 394000, Воронежская область, Russische Föderation",51.664797,39.210341,Russia
487.0,ЧАСТНОЕ ЛЕЧЕБНО-ПРОФИЛАКТИЧЕСКОЕ УЧРЕЖДЕНИЕ САНАТОРИЙ ХИЛОВО,369,УЛ. ЦЕНТРАЛЬНАЯ Д. 1,182651,Д. ХИЛОВО,Псковская область,Russische Föderation,RU,"УЛ. ЦЕНТРАЛЬНАЯ Д. 1, 182651, Псковская область, Russische Föderation",57.75706005,29.364888070386304,Russia
488.0,CRI HF.,26,HOLTASMÁRA 1,201,KÓPAVOGI,Kópavogur,Island,IS,"HOLTASMÁRA 1, 201, Kópavogur, Island",64.110832,-21.910146,Iceland
489.0,BOLDRIN - S.R.L.,12,VIA PITAGORA 27,35030,RUBANO,Padova,Italien,IT,"VIA PITAGORA 27, 35030, Padova, Italien",45.422386,11.788351,Italy
490.0,MULTICHEM S.R.L.,3,VIA PAOLO SARPI 10/A,31056,RONCADE,Treviso,Italien,IT,"VIA PAOLO SARPI 10/A, 31056, Treviso, Italien",45.607656,12.377835,Italy
491.0,SERMA ENERGY,26,14 RUE GALILEE,33600,PESSAC,Gironde,Frankreich,FR,"14 RUE GALILEE, 33600, Gironde, Frankreich",44.789909,-0.663547,France
492.0,"CENTRO TÉCNICO DE GÁS TORREJANO, UNIPESSOAL, LDA",16,"RUA ZONA INDUSTRIAL ESTE, LOTE 3",2350-376,RIACHOS,Torres Novas,Portugal,PT,"RUA ZONA INDUSTRIAL ESTE, LOTE 3, 2350-376, Torres Novas, Portugal",39.471113,-8.548441,Portugal
493.0,COS.MO ITALIA SRL,19,VIA GIOVANNI MASSARI 3,26843,CASTELNUOVO BOCCA D'ADDA,Lodi,Italien,IT,"VIA GIOVANNI MASSARI 3, 26843, Lodi, Italien",45.111287,9.86327,Italy
494.0,HYNAMICS,22,8 AVENUE DE L ARCHE,92400,COURBEVOIE,Hauts-de-Seine,Frankreich,FR,"8 AVENUE DE L ARCHE, 92400, Hauts-de-Seine, Frankreich",48.895691,2.2390301,France
495.0,CONRAD (HEYBRIDGE) LIMITED,2,"SUITES D&E WINDRUSH COURT, BLACKLANDS WAY",OX14 1SY,ABINGDON,Abingdon,Vereinigtes Königreich,GB,"SUITES D&E WINDRUSH COURT, BLACKLANDS WAY, OX14 1SY, Abingdon, Vereinigtes Königreich",51.67204185,-1.30321925,United Kingdom
