Unnamed: 0,Name des Unternehmens,"Anzahl der Mitarbeiter 
Letztes verf. Jahr",Adresse,Postleitzahl,Ort,Region,Land,Länderkürzel,Full Address,Latitude,Longitude,Country
1404.0,HETHOS LIMITED,3,SALISBURY HOUSE LONDON WALL,EC2M 5PS,LONDON,London EC2M,Vereinigtes Königreich,GB,"SALISBURY HOUSE LONDON WALL, EC2M 5PS, London EC2M, Vereinigtes Königreich",,,United Kingdom
1405.0,HEXAGON PURUS HOLDING GERMANY GMBH,n.v.,HANNOVERSCHE STR. 1,34134,KASSEL,Kassel,Deutschland,DE,"HANNOVERSCHE STR. 1, 34134, Kassel, Deutschland",51.2653028,9.471797218219123,Germany
1406.0,HFI ENERGY SYSTEMS LIMITED,n.v.,25 ECCLESTON PLACE,SW1W 9NF,LONDON,London SW1W,Vereinigtes Königreich,GB,"25 ECCLESTON PLACE, SW1W 9NF, London SW1W, Vereinigtes Königreich",51.4940084,-0.1481489,United Kingdom
1407.0,HGV GMBH,10,MÜHLENSTR.,66450,BEXBACH,Saarpfalz,Deutschland,DE,"MÜHLENSTR., 66450, Saarpfalz, Deutschland",49.3523786,7.282927949999999,Germany
1408.0,HH2E WERK ARNEBURG GMBH,1,,39576,STENDAL,Stendal,Deutschland,DE,"nan, 39576, Stendal, Deutschland",,,Germany
1409.0,HH2E WERK LUBMIN GMBH,2,SÜDRING,17509,LUBMIN,Vorpommern-Greifswald,Deutschland,DE,"SÜDRING, 17509, Vorpommern-Greifswald, Deutschland",,,Germany
1410.0,HH2E WERK THIERBACH GMBH,3,,,HAMBURG,Sachsen,Deutschland,DE,"nan, nan, Sachsen, Deutschland",50.736636,7.0963418,Germany
1411.0,HHYDROBIS AG,3,GILDESTR. 2 /4,24960,GLÜCKSBURG,Schleswig-Flensburg,Deutschland,DE,"GILDESTR. 2 /4, 24960, Schleswig-Flensburg, Deutschland",54.82860035,9.536381162539149,Germany
1412.0,HI ENERGY AG,4,"C/O AFL TREUHAND- UND REVISIONS AG, GARTENSTRASSE 2",6302,ZUG,Zug,Schweiz,CH,"C/O AFL TREUHAND- UND REVISIONS AG, GARTENSTRASSE 2, 6302, Zug, Schweiz",47.170196,8.515242,Switzerland
1413.0,HIDROGENO RENOVABLE SANTA CRUZ SL.,n.v.,"CALLE ALVARO RODRIGUEZ LOPEZ, 1",38003,SANTA CRUZ DE TENERIFE,Santa Cruz de Tenerife,Spanien,ES,"CALLE ALVARO RODRIGUEZ LOPEZ, 1, 38003, Santa Cruz de Tenerife, Spanien",28.458509,-16.253943,Spain
1414.0,HIDROTEC INTERNATIONAL SA,4,VIA NASSA 46,6900,LUGANO,Ticino,Schweiz,CH,"VIA NASSA 46, 6900, Ticino, Schweiz",46.0016783,8.9495089,Switzerland
1415.0,HIDROVERSOL BADAJOZ SL.,n.v.,"AVENIDA DE BRUSELAS, 7 PISO 3 PTA IZ",28108,ALCOBENDAS,Madrid,Spanien,ES,"AVENIDA DE BRUSELAS, 7 PISO 3 PTA IZ, 28108, Madrid, Spanien",40.53082555,-3.633256878543686,Spain
1416.0,HIF EMEA GMBH,18,LENNESTR. 3,10785,BERLIN,Berlin,Deutschland,DE,"LENNESTR. 3, 10785, Berlin, Deutschland",52.5118779,13.376104,Germany
1417.0,HITACHI ZOSEN INOVA ETOGAS GMBH,2,LUDWIG-ELSBETT-STR. 1,27404,ZEVEN,Rotenburg,Deutschland,DE,"LUDWIG-ELSBETT-STR. 1, 27404, Rotenburg, Deutschland",53.2728772,9.3046568,Germany
1418.0,HITES HOLDING GMBH,3,AN DER MAXHÜTTE,92237,SULZBACH-ROSENBERG,Amberg-Sulzbach,Deutschland,DE,"AN DER MAXHÜTTE, 92237, Amberg-Sulzbach, Deutschland",49.48554445,11.760332061277492,Germany
1419.0,HOLTHAUSEN CLEAN TECHNOLOGY B.V.,16,PRODUKTIEWEG 2,9601 MA,HOOGEZAND,Midden-Groningen,Niederlande,NL,"PRODUKTIEWEG 2, 9601 MA, Midden-Groningen, Niederlande",53.1644878,6.7256313,Netherlands
1420.0,HOLTHAUSEN ENERGY POINTS B.V.,n.v.,PRODUKTIEWEG 2,9601 MA,HOOGEZAND,Midden-Groningen,Niederlande,NL,"PRODUKTIEWEG 2, 9601 MA, Midden-Groningen, Niederlande",53.1644878,6.7256313,Netherlands
1421.0,HOPHYDRO GMBH,n.v.,AGNES-PÜTREICH-STR.,93053,REGENSBURG,Regensburg,Deutschland,DE,"AGNES-PÜTREICH-STR., 93053, Regensburg, Deutschland",49.0090593,12.1226737,Germany
1422.0,HOPIUM,6,43 RUE DE LIEGE,75008,PARIS,Paris,Frankreich,FR,"43 RUE DE LIEGE, 75008, Paris, Frankreich",48.879218,2.3248498,France
1423.0,HOWITZER ACQUISITION LIMITED,2,"FRAYS MILL WORKS, COWLEY ROAD",UB8 2AF,UXBRIDGE,Uxbridge,Vereinigtes Königreich,GB,"FRAYS MILL WORKS, COWLEY ROAD, UB8 2AF, Uxbridge, Vereinigtes Königreich",51.53523,-0.4836689,United Kingdom
1424.0,HPS HOME POWER SOLUTIONS AG,192,CARL-SCHEELE-STR. 16,12489,BERLIN,Berlin,Deutschland,DE,"CARL-SCHEELE-STR. 16, 12489, Berlin, Deutschland",52.4298168,13.5243869,Germany
1425.0,HTS HOCH-TEMPERATUR-SILICONPRODUKTE GMBH,21,DANIEL-KOHLER-STR. 6,87600,KAUFBEUREN,Augsburg,Deutschland,DE,"DANIEL-KOHLER-STR. 6, 87600, Augsburg, Deutschland",47.8921913,10.6568958,Germany
1426.0,HUDRO ENERGY B.V.,n.v.,DR. SCHAEPMANSTRAAT 47,9402 AN,ASSEN,Assen,Niederlande,NL,"DR. SCHAEPMANSTRAAT 47, 9402 AN, Assen, Niederlande",52.9987343,6.5591858,Netherlands
1427.0,HVO SA,4,ROUTE DE BUIX 61,2915,BURE,Jura,Schweiz,CH,"ROUTE DE BUIX 61, 2915, Jura, Schweiz",47.451107,7.010065,Switzerland
1428.0,HY2B WASSERSTOFF GMBH,2,HAUPTSTR. 8 B,85630,GRASBRUNN,"München, Landkreis",Deutschland,DE,"HAUPTSTR. 8 B, 85630, München, Landkreis, Deutschland",48.0583996,11.7723543,Germany
1429.0,HY2CHARGE GMBH,1,ZUM HECKESHORN 42 K,14109,BERLIN,Berlin,Deutschland,DE,"ZUM HECKESHORN 42 K, 14109, Berlin, Deutschland",52.430876,13.163302,Germany
1430.0,HY2GEN CONSEIL1 GMBH,1,WILHELM-THEODOR-RÖMHELD-STR.,55130,MAINZ,Mainz,Deutschland,DE,"WILHELM-THEODOR-RÖMHELD-STR., 55130, Mainz, Deutschland",49.9806768,8.290073,Germany
1431.0,HY2GEN DEUTSCHLAND GMBH,16,KLINGHOLZSTR. 7,65189,WIESBADEN,Wiesbaden,Deutschland,DE,"KLINGHOLZSTR. 7, 65189, Wiesbaden, Deutschland",50.0698676,8.2421531,Germany
1432.0,HY2GEN NAUTILUS GMBH,1,MOORSTR. 15,26169,FRIESOYTHE,Niedersachsen,Deutschland,DE,"MOORSTR. 15, 26169, Niedersachsen, Deutschland",53.0192152,7.8572491,Germany
1433.0,HY2SERV GMBH,1,AUBERGENVILLER ALLEE 65,64807,DIEBURG,Darmstadt-Dieburg,Deutschland,DE,"AUBERGENVILLER ALLEE 65, 64807, Darmstadt-Dieburg, Deutschland",49.89536565,8.8200803145055,Germany
1434.0,HYCC B.V.,27,VAN ASCH VAN WIJCKSTRAAT 53,3811 LP,AMERSFOORT,Amersfoort,Niederlande,NL,"VAN ASCH VAN WIJCKSTRAAT 53, 3811 LP, Amersfoort, Niederlande",52.1547893,5.3811031,Netherlands
1435.0,HYCENTA RESEARCH GMBH,36,INFFELDGASSE 15,8010,GRAZ,Steiermark,Österreich,AT,"INFFELDGASSE 15, 8010, Steiermark, Österreich",47.0587166,15.463857800000005,Austria
1436.0,HYCOLOGNE - WASSERSTOFF REGION RHEINLAND E.V.,2,GOLDENBERGSTR. 2,50354,HÜRTH,Rhein-Erft-Kreis,Deutschland,DE,"GOLDENBERGSTR. 2, 50354, Rhein-Erft-Kreis, Deutschland",50.843084,6.785665862238861,Germany
1437.0,HYCON ENERGY-SYSTEMS GMBH,3,HATHUMARSTR. 16,33098,PADERBORN,Paderborn,Deutschland,DE,"HATHUMARSTR. 16, 33098, Paderborn, Deutschland",51.7217699,8.7550849,Germany
1438.0,HYDGO PUBLIC LIMITED COMPANY,n.v.,"9 PEMBROKE STREET UPPER, S203",D02 KR83,DUBLIN,Dublin,Irland,IE,"9 PEMBROKE STREET UPPER, S203, D02 KR83, Dublin, Irland",53.334601,-6.254269163657945,Ireland
1439.0,HYDROFY GMBH,n.v.,LIECHTENSTEINSTRAßE 111 -115,1090,WIEN,Wien,Österreich,AT,"LIECHTENSTEINSTRAßE 111 -115, 1090, Wien, Österreich",48.2284121,16.3559374,Austria
1440.0,HYDROGEN COMPETENCE CENAU GMBH,1,LESSINGGASSE 5 /22,3400,KLOSTERNEUBURG,Niederösterreich,Österreich,AT,"LESSINGGASSE 5 /22, 3400, Niederösterreich, Österreich",48.305502700000005,16.30394081714196,Austria
1441.0,HYDROGEN FUTURE INDUSTRIES PLC,5,"ECCLESTON YARDS, 25 ECCLESTON PLACE",SW1W 9NF,LONDON,London SW1W,Vereinigtes Königreich,GB,"ECCLESTON YARDS, 25 ECCLESTON PLACE, SW1W 9NF, London SW1W, Vereinigtes Königreich",51.4940084,-0.1481489,United Kingdom
1442.0,HYDROGEN GRUBER SCHMIDT GMBH,2,NEUHEILIGENKREUZER STRAßE 7,7561,HEILIGENKREUZ IM LAFNITZTAL,Burgenland,Österreich,AT,"NEUHEILIGENKREUZER STRAßE 7, 7561, Burgenland, Österreich",46.961992,16.272409,Austria
1443.0,HYDROGEN HÖFE FREIENBACH AG,15,"C/O EW HOEFE AG, SCHWERZISTRASSE 37",8807,FREIENBACH,Schwyz,Schweiz,CH,"C/O EW HOEFE AG, SCHWERZISTRASSE 37, 8807, Schwyz, Schweiz",47.199769,8.755407,Switzerland
1444.0,HYDROGEN NOW GMBH,2,WEIGMANNSTR. 26,91207,LAUF,Nürnberger Land,Deutschland,DE,"WEIGMANNSTR. 26, 91207, Nürnberger Land, Deutschland",49.5077333,11.28684995,Germany
1445.0,HYDROGEN POWER STORAGE & SOLUTIONS EAST GERMANY E.V.,8,HEINRICH-DAMEROW-STR. 3,06120,HALLE,Halle (Saale),Deutschland,DE,"HEINRICH-DAMEROW-STR. 3, 06120, Halle (Saale), Deutschland",51.49368825,11.93804413241206,Germany
1446.0,HYDROGEN RISE AG,2,NYMPHENBURGER STR. 3,80335,MÜNCHEN,"München, Landeshauptstadt",Deutschland,DE,"NYMPHENBURGER STR. 3, 80335, München, Landeshauptstadt, Deutschland",48.1476499,11.5576329,Germany
1447.0,HYDROGEN UTOPIA INTERNATIONAL PLC,7,"C/O LAYTONS LLP 3RD FLOOR PINNER, 105-108 OLD BROAD STREET",EC2N 1ER,LONDON,London EC2N,Vereinigtes Königreich,GB,"C/O LAYTONS LLP 3RD FLOOR PINNER, 105-108 OLD BROAD STREET, EC2N 1ER, London EC2N, Vereinigtes Königreich",51.5158564,-0.0847070366666618,United Kingdom
1448.0,HYDROGEN VEHICLE SYSTEMS LTD,8,"PARK VIEW HOUSE, 96 CALEDONIA STREET",G5 0XG,GLASGOW,Glasgow,Vereinigtes Königreich,GB,"PARK VIEW HOUSE, 96 CALEDONIA STREET, G5 0XG, Glasgow, Vereinigtes Königreich",55.84056555,-4.245260601586007,United Kingdom
1449.0,HYDROGEN ZERO AG,15,ANGENSTEINERSTRASSE 21,4052,BASEL,Basel-City,Schweiz,CH,"ANGENSTEINERSTRASSE 21, 4052, Basel-City, Schweiz",47.5494411,7.6038181,Switzerland
1450.0,HYDROGÈNE DU VALAIS SÀRL,4,RUE DES DENTS-DU-MIDI 44,1868,COLLOMBEY,Valais,Schweiz,CH,"RUE DES DENTS-DU-MIDI 44, 1868, Valais, Schweiz",46.269094,6.946149,Switzerland
1451.0,HYDROGENE NATUREL,n.v.,31 RUE RAYMOND QUENEAU,92500,RUEIL MALMAISON,Hauts-de-Seine,Frankreich,FR,"31 RUE RAYMOND QUENEAU, 92500, Hauts-de-Seine, Frankreich",48.8916913,2.1678667,France
1452.0,HYDRO-GENERATION GMBH,3,DAIMLERSTR. 2,48432,RHEINE,Steinfurt,Deutschland,DE,"DAIMLERSTR. 2, 48432, Steinfurt, Deutschland",52.3184431,7.434064,Germany
1453.0,HYDROGENIOUS LOHC TECHNOLOGIES GMBH,144,WEIDENWEG 13,91058,ERLANGEN,Erlangen,Deutschland,DE,"WEIDENWEG 13, 91058, Erlangen, Deutschland",49.5637123,10.9867077,Germany
1454.0,HYDROGENIUM ENERGY SYSTEMS B.V.,3,HEEMRAADSSINGEL 30 A,3021 DA,ROTTERDAM,Rotterdam,Niederlande,NL,"HEEMRAADSSINGEL 30 A, 3021 DA, Rotterdam, Niederlande",51.9209668,4.456263,Netherlands
1455.0,HYDROGY SA,4,"C/O CROZ KANIEZ, PRÉS-DU-VILLAGE 5",1273,ARZIER-LE MUIDS,Vaud,Schweiz,CH,"C/O CROZ KANIEZ, PRÉS-DU-VILLAGE 5, 1273, Vaud, Schweiz",46.4584066,6.2099575,Switzerland
1456.0,HYDROHOLDING MANAGEMENT GMBH,1,DONAULÄNDE,2410,HAINBURG AN DER DONAU,Niederösterreich,Österreich,AT,"DONAULÄNDE, 2410, Niederösterreich, Österreich",48.146773,16.936609,Austria
1457.0,HYDROSOLID GMBH,3,SIEDLERSTRAßE 31,3150,WILHELMSBURG,Niederösterreich,Österreich,AT,"SIEDLERSTRAßE 31, 3150, Niederösterreich, Österreich",48.095196,15.596567,Austria
1458.0,HYDRO-SOURCE LAUSITZ GMBH,1,EWALD-HAASE-STR. 18,03044,COTTBUS,Cottbus,Deutschland,DE,"EWALD-HAASE-STR. 18, 03044, Cottbus, Deutschland",51.76563,14.336203,Germany
1459.0,HYDROSPIDER AG,4,WERKSTRASSE 63,5013,NIEDERGÖSGEN,Solothurn,Schweiz,CH,"WERKSTRASSE 63, 5013, Solothurn, Schweiz",47.368838,7.979456,Switzerland
1460.0,HYDROTHERMA SWISS ECOLOGICAL TECHNOLOGIES SA,1,"C/O VIVIER SA, ZI DU VIVIER 22",1690,VILLAZ-ST-PIERRE,Fribourg,Schweiz,CH,"C/O VIVIER SA, ZI DU VIVIER 22, 1690, Fribourg, Schweiz",46.718037,6.963047,Switzerland
1461.0,HYDROX INNOVATIONS,2,NOORDERRAK 20,8604 GB,SNEEK,Sudwest Fryslan,Niederlande,NL,"NOORDERRAK 20, 8604 GB, Sudwest Fryslan, Niederlande",53.0275898,5.6902771,Netherlands
1462.0,HYDRUI GMBH,1,BIRNBAUMSMÜHLE,15234,FRANKFURT,Frankfurt (Oder),Deutschland,DE,"BIRNBAUMSMÜHLE, 15234, Frankfurt (Oder), Deutschland",52.3489926,14.501240990640342,Germany
1463.0,HYENERGY TRANSSTORE B.V.,1,BULTINGE 2,7933 TZ,PESSE,Hoogeveen,Niederlande,NL,"BULTINGE 2, 7933 TZ, Hoogeveen, Niederlande",52.7737861,6.4450643,Netherlands
1464.0,HYET ELECTROLYSIS B.V.,n.v.,WESTERVOORTSEDIJK 71 K,6827 AV,ARNHEM,Arnhem,Niederlande,NL,"WESTERVOORTSEDIJK 71 K, 6827 AV, Arnhem, Niederlande",51.9693539,5.9464118,Netherlands
1465.0,HYET HYDROGEN B.V.,46,WESTERVOORTSEDIJK 71 K,6827 AV,ARNHEM,Arnhem,Niederlande,NL,"WESTERVOORTSEDIJK 71 K, 6827 AV, Arnhem, Niederlande",51.9693539,5.9464118,Netherlands
1466.0,HYET HYDROGEN PROCESS LABORATORIES NETHERLANDS B.V.,n.v.,WESTERVOORTSEDIJK 71 K,6827 AV,ARNHEM,Arnhem,Niederlande,NL,"WESTERVOORTSEDIJK 71 K, 6827 AV, Arnhem, Niederlande",51.9693539,5.9464118,Netherlands
1467.0,HYFINDR GMBH,2,EPPLESTR. 5 A,70597,STUTTGART,Stuttgart,Deutschland,DE,"EPPLESTR. 5 A, 70597, Stuttgart, Deutschland",48.7485115,9.1700016,Germany
1468.0,HYFUTURE GMBH,7,AM MITTERFELD 20,84028,LANDSHUT,Landshut,Deutschland,DE,"AM MITTERFELD 20, 84028, Landshut, Deutschland",48.53709325,12.17961745,Germany
1469.0,HYGENOX GMBH,2,SCHRENKSTR. 7,80339,MÜNCHEN,Bayern,Deutschland,DE,"SCHRENKSTR. 7, 80339, Bayern, Deutschland",48.1389543,11.5416971,Germany
1470.0,HYG-NATURE GMBH,1,MARTINSTRASSE 4,8854,GALGENEN,Schwyz,Schweiz,CH,"MARTINSTRASSE 4, 8854, Schwyz, Schweiz",47.023158,8.651945,Switzerland
1471.0,HYGRO BOEKELERMEER B.V.,2,SATURNUSSTRAAT 95 UNIT 2.14,2516 AG,'S-GRAVENHAGE,S Gravenhage,Niederlande,NL,"SATURNUSSTRAAT 95 UNIT 2.14, 2516 AG, S Gravenhage, Niederlande",52.06527,4.343878,Netherlands
1472.0,HYGRO ENERGY B.V.,n.v.,SATURNUSSTRAAT 95 UNIT 2.14,2516 AG,'S-GRAVENHAGE,S Gravenhage,Niederlande,NL,"SATURNUSSTRAAT 95 UNIT 2.14, 2516 AG, S Gravenhage, Niederlande",52.06527,4.343878,Netherlands
1473.0,HYGRO TECHNOLOGY B.V.,n.v.,SATURNUSSTRAAT 95 UNIT 2.14,2516 AG,'S-GRAVENHAGE,S Gravenhage,Niederlande,NL,"SATURNUSSTRAAT 95 UNIT 2.14, 2516 AG, S Gravenhage, Niederlande",52.06527,4.343878,Netherlands
1474.0,HYMATTERS OPERATIONS B.V.,n.v.,ROBERT DE VRIESSTRAAT 19,6836 ML,ARNHEM,Arnhem,Niederlande,NL,"ROBERT DE VRIESSTRAAT 19, 6836 ML, Arnhem, Niederlande",51.9389577,5.8964034,Netherlands
1475.0,HYMATTERS RESEARCH & CONSULTANCY B.V.,n.v.,ROBERT DE VRIESSTRAAT 19,6836 ML,ARNHEM,Arnhem,Niederlande,NL,"ROBERT DE VRIESSTRAAT 19, 6836 ML, Arnhem, Niederlande",51.9389577,5.8964034,Netherlands
1476.0,HYNAMICS DEUTSCHLAND GMBH,20,FRIEDRICHSTR. 94,10117,BERLIN,Berlin,Deutschland,DE,"FRIEDRICHSTR. 94, 10117, Berlin, Deutschland",52.5190732,13.3887972,Germany
1477.0,HYNAT SA,4,RUE DE LA COULOUVRENIÈRE 19,1204,GENÈVE,Geneva,Schweiz,CH,"RUE DE LA COULOUVRENIÈRE 19, 1204, Geneva, Schweiz",46.20413185,6.137387949663553,Switzerland
1478.0,HYSOLAR B.V.,n.v.,GRONINGENHAVEN 7,3433 PE,NIEUWEGEIN,Nieuwegein,Niederlande,NL,"GRONINGENHAVEN 7, 3433 PE, Nieuwegein, Niederlande",52.0186579,5.1085107,Netherlands
1479.0,HYSOLUTIONS GMBH,14,BURCHARDSTR. 19 /21,20095,HAMBURG,"Hamburg, Freie und Hansestadt",Deutschland,DE,"BURCHARDSTR. 19 /21, 20095, Hamburg, Freie und Hansestadt, Deutschland",53.5492119,9.999661474378678,Germany
1480.0,HYSTREAM B.V.,n.v.,KANAALWEG 14 GEBOUW A5,3526 KL,UTRECHT,Utrecht,Niederlande,NL,"KANAALWEG 14 GEBOUW A5, 3526 KL, Utrecht, Niederlande",52.0686639,5.1107641,Netherlands
1481.0,HYTING GMBH,3,GALILEISTR. 4 A,65193,WIESBADEN,Wiesbaden,Deutschland,DE,"GALILEISTR. 4 A, 65193, Wiesbaden, Deutschland",50.09235375,8.230233171579961,Germany
1482.0,HYTRIB CORPORATION GMBH,1,HIRSCHMATTENSTR. 1,79111,FREIBURG,Freiburg im Breisgau,Deutschland,DE,"HIRSCHMATTENSTR. 1, 79111, Freiburg im Breisgau, Deutschland",48.000425,7.7892043,Germany
1483.0,HY-X INTERNATIONAL HYDROGEN AND HIGH VOLTAGE COMPETENCE CENTER GMBH,1,HANS-BRÜCKMANN-STR.,52351,DÜREN,Düren,Deutschland,DE,"HANS-BRÜCKMANN-STR., 52351, Düren, Deutschland",50.806952,6.485741,Germany
1484.0,IBERDROLA STROM GMBH,2,CHARLOTTENSTR. 63,10117,BERLIN,Berlin,Deutschland,DE,"CHARLOTTENSTR. 63, 10117, Berlin, Deutschland",52.511521,13.3915077,Germany
1485.0,ICEBERG.ENGINEERING GMBH,4,ZSCHORLAUER STR. 56,08280,AUE-BAD SCHLEMA,Erzgebirgskreis,Deutschland,DE,"ZSCHORLAUER STR. 56, 08280, Erzgebirgskreis, Deutschland",50.585006,12.677126,Germany
1486.0,ICEBERG.HYDROGEN GMBH,1,ZSCHORLAUER STR. 56,08280,AUE-BAD SCHLEMA,Sachsen,Deutschland,DE,"ZSCHORLAUER STR. 56, 08280, Sachsen, Deutschland",50.585006,12.677126,Germany
1487.0,ICS INDUSTRIECHEMIKALIEN SCHWEFELNATRIUM GMBH,18,AN DER BAHN 1 ARENAL B,06803,BITTERFELD-WOLFEN,Anhalt-Bitterfeld,Deutschland,DE,"AN DER BAHN 1 ARENAL B, 06803, Anhalt-Bitterfeld, Deutschland",,,Germany
1488.0,IDROGEN ENGIADINAIS SA,4,SAN BASTIAUN 55,7503,SAMEDAN,Graubünden,Schweiz,CH,"SAN BASTIAUN 55, 7503, Graubünden, Schweiz",46.529398,9.867608,Switzerland
1489.0,IHT INTERNATIONAL HYDROGEN TECHNOLOGIES AG,4,STAATSSTRASSE 44,9463,OBERRIET SG,St. Gallen,Schweiz,CH,"STAATSSTRASSE 44, 9463, St. Gallen, Schweiz",47.314854,9.563574,Switzerland
1490.0,IMPACT HYDROGEN B.V.,n.v.,ENGELBERTERWEG 61,9723 EK,GRONINGEN,Groningen,Niederlande,NL,"ENGELBERTERWEG 61, 9723 EK, Groningen, Niederlande",53.2062572,6.6504883,Netherlands
1491.0,INDUFIL B.V.,32,HYDROGRAAF 25,6921 RS,DUIVEN,Duiven,Niederlande,NL,"HYDROGRAAF 25, 6921 RS, Duiven, Niederlande",51.9620613,5.9966518,Netherlands
1492.0,INEOS CHLOR ATLANTIK GMBH,1,LUDWIGSTR. 12,47495,RHEINBERG,Wesel,Deutschland,DE,"LUDWIGSTR. 12, 47495, Wesel, Deutschland",51.5613297,6.577463456025979,Germany
1493.0,INOVYN CHLORVINYLS HOLDINGS LIMITED,n.v.,BANKES LANE OFFICE BANKES LANE,WA7 4EL,RUNCORN,Runcorn,Vereinigtes Königreich,GB,"BANKES LANE OFFICE BANKES LANE, WA7 4EL, Runcorn, Vereinigtes Königreich",53.31938775,-2.7409214911639466,United Kingdom
1494.0,INTERNEXCO GMBH,4,DAMMSTRASSE 19,6300,ZUG,Zug,Schweiz,CH,"DAMMSTRASSE 19, 6300, Zug, Schweiz",47.176364,8.514371,Switzerland
1495.0,INTHERMA INDUSTRIELLE FEUERUNGSANLAGEN GESELLSCHAFT MIT BESCHRÄNKTER HAFTUNG,13,HARDTBERGWEG 1,61476,KRONBERG,Hochtaunuskreis,Deutschland,DE,"HARDTBERGWEG 1, 61476, Hochtaunuskreis, Deutschland",50.1837357,8.500343119097888,Germany
1496.0,INVICTA HYDROGEN SYSTEMS LIMITED,10,"51 SUITE 331, 51 PINFOLD STREET",B2 4AY,BIRMINGHAM,Birmingham,Vereinigtes Königreich,GB,"51 SUITE 331, 51 PINFOLD STREET, B2 4AY, Birmingham, Vereinigtes Königreich",52.4792807,-1.902111,United Kingdom
1497.0,IOCL EXPLORATION AND PRODUCTION OMAN LIMITED,n.v.,3RD FLOOR 5 LLOYDS AVENUE,EC3N 3AE,LONDON,London EC3N,Vereinigtes Königreich,GB,"3RD FLOOR 5 LLOYDS AVENUE, EC3N 3AE, London EC3N, Vereinigtes Königreich",51.5117445,-0.0774102,United Kingdom
1498.0,IPT GMBH,1,BÜDERICHER STR.,41460,NEUSS,Neuss,Deutschland,DE,"BÜDERICHER STR., 41460, Neuss, Deutschland",51.21634985,6.690213073637392,Germany
1499.0,ISM VERWALTUNGS- UND BETEILIGUNGS II GMBH,1,RÖHRENSTR.,06749,BITTERFELD-WOLFEN,Anhalt-Bitterfeld,Deutschland,DE,"RÖHRENSTR., 06749, Anhalt-Bitterfeld, Deutschland",51.621997,12.326553,Germany
1500.0,ISTANBUL ENERGY COMPANY SA,1,RUE ADHÉMAR-FABRI 6,1201,GENÈVE,Geneva,Schweiz,CH,"RUE ADHÉMAR-FABRI 6, 1201, Geneva, Schweiz",46.2089483,6.149069,Switzerland
1501.0,ITM LINDE ELECTROLYSIS GMBH,8,,,HAMBURG,Dresden,Deutschland,DE,"nan, nan, Dresden, Deutschland",,,Germany
1502.0,J. RETTENMAIER & SÖHNE GMBH + CO KG,890,HOLZMÜHLE,73494,ROSENBERG,Ostalbkreis,Deutschland,DE,"HOLZMÜHLE, 73494, Ostalbkreis, Deutschland",49.0139186,10.0647658,Germany
1503.0,JÄGER TECHNOLOGY CONSULTING GMBH,1,LEHBERGRING 19,86637,ZUSAMALTHEIM,Günzburg,Deutschland,DE,"LEHBERGRING 19, 86637, Günzburg, Deutschland",48.55924955,10.68033790178716,Germany
1504.0,JAG HYDROGEN GMBH,2,NEUWARMBÜCHENER STR.,30938,BURGWEDEL,Hannover,Deutschland,DE,"NEUWARMBÜCHENER STR., 30938, Hannover, Deutschland",52.492716,9.899124,Germany
1505.0,JA-GASTECHNOLOGY GMBH,88,ALBRECHT-THAER-RING 9,30938,BURGWEDEL,Hannover,Deutschland,DE,"ALBRECHT-THAER-RING 9, 30938, Hannover, Deutschland",52.515501400000005,9.8669747,Germany
1506.0,JENSEN GESELLSCHAFT FÜR PROJEKTE REGENERATIVER PORJEKTE MBH,2,BÖSEN,29459,CLENZE,Lüchow-Dannenberg,Deutschland,DE,"BÖSEN, 29459, Lüchow-Dannenberg, Deutschland",,,Germany
1507.0,JERA LOW CARBON ENERGY EUROPE GMBH,n.v.,THEATINERSTR. 11,80333,MÜNCHEN,"München, Landeshauptstadt",Deutschland,DE,"THEATINERSTR. 11, 80333, München, Landeshauptstadt, Deutschland",48.1405381,11.57535,Germany
1508.0,JOHNSON MATTHEY UK HOLDINGS LIMITED,n.v.,5TH FLOOR 25 FARRINGDON STREET,EC4A 4AB,LONDON,London EC4A,Vereinigtes Königreich,GB,"5TH FLOOR 25 FARRINGDON STREET, EC4A 4AB, London EC4A, Vereinigtes Königreich",51.5158684,-0.1044245119808313,United Kingdom
1509.0,АКЦИОНЕРНОЕ ОБЩЕСТВО БАЗА №1 ХИМРЕАКТИВОВ,n.v.,"УЛ. ДОРОЖНАЯ Д. 1/9, ПОМ.62",142450,СТАРАЯ КУПАВНА,Московская область,Russische Föderation,RU,"УЛ. ДОРОЖНАЯ Д. 1/9, ПОМ.62, 142450, Московская область, Russische Föderation",55.80736,38.18511,Russia
1510.0,JONGKIND B.V.,16,OOSTEINDERWEG 357,1432 AX,AALSMEER,Aalsmeer,Niederlande,NL,"OOSTEINDERWEG 357, 1432 AX, Aalsmeer, Niederlande",52.2841565,4.7971317,Netherlands
1511.0,JRS PROZEßTECHNIK GMBH & CO. KG,50,CALENBERGER MÜHLE,30982,PATTENSEN,Hannover,Deutschland,DE,"CALENBERGER MÜHLE, 30982, Hannover, Deutschland",52.1969047,9.7870124,Germany
1512.0,РОСТИС,n.v.,УЛ ДВОР ЗАВОДА Д 1,446500,С ТИМАШЕВО,Самарская область,Russische Föderation,RU,"УЛ ДВОР ЗАВОДА Д 1, 446500, Самарская область, Russische Föderation",56.851226,35.861173,Russia
